protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A8J2V488	DUF2254 domain-containing protein	455	GCM10011342_11370	1526572	Aquisalinus flavus	Aquisalinus flavus	True	IPR018723	family		455	14	385	CONTINUOUS	DUF2254_membrane
A0A8J2V712	DUF2254 domain-containing protein	435	GCM10011312_04350	1526573	Planktosalinus lacus	Planktosalinus lacus	True	IPR018723	family		435	13	386	CONTINUOUS	DUF2254_membrane
A0A8J2VVG3	DUF2254 domain-containing protein	426	GCM10007276_17860	591372	Agaricicola taiwanensis	Agaricicola taiwanensis	True	IPR018723	family		426	14	372	CONTINUOUS	DUF2254_membrane
A0A8J2ZLM5	DUF2254 domain-containing protein	407	GCM10011415_31600	1775170	Salipiger pallidus	Salipiger pallidus	True	IPR018723	family		407	16	365	CONTINUOUS	DUF2254_membrane
A0A8J3A1M5	DUF2254 domain-containing protein	455	FF098_007390	1566827	Aquisalinus luteolus	Aquisalinus luteolus	True	IPR018723	family		455	14	385	CONTINUOUS	DUF2254_membrane
A0A8J3AA92	DUF2254 domain-containing protein	473	GCM10011354_18350	1670830	Egicoccus halophilus	Egicoccus halophilus	True	IPR018723	family		473	42	411	CONTINUOUS	DUF2254_membrane
A0A8J3AGT7	DUF2254 domain-containing protein	411	GCM10011354_27440	1670830	Egicoccus halophilus	Egicoccus halophilus	True	IPR018723	family		411	22	365	CONTINUOUS	DUF2254_membrane
A0A8J3C263	DUF2254 domain-containing protein	445	GCM10012284_37780	1751298	Mangrovihabitans endophyticus	Mangrovihabitans endophyticus	True	IPR018723	family		445	1	375	CONTINUOUS	DUF2254_membrane
A0A8J3CB76	DUF2254 domain-containing protein	432	GCM10012275_25800	907463	Longimycelium tulufanense	Longimycelium tulufanense	True	IPR018723	family		432	19	384	CONTINUOUS	DUF2254_membrane
A0A8J3CRT5	DUF2254 domain-containing protein	443	GCM10009069_24050	1479486	Algimonas arctica	Algimonas arctica	True	IPR018723	family		443	18	373	CONTINUOUS	DUF2254_membrane
A0A8J3DD91	DUF2254 domain-containing protein	364	GCM10007047_32890	424488	Cerasicoccus arenae	Cerasicoccus arenae	True	IPR018723	family		364	1	317	CONTINUOUS	DUF2254_membrane
A0A8J3GAD5	DUF2254 domain-containing protein	408	GCM10007390_29420	402147	Persicitalea jodogahamensis	Persicitalea jodogahamensis	True	IPR018723	family		408	18	380	CONTINUOUS	DUF2254_membrane
A0A8J3GZJ5	DUF2254 domain-containing protein	420	GCM10017056_29280	1569283	Seohaeicola zhoushanensis	Seohaeicola zhoushanensis	True	IPR018723	family		420	23	376	CONTINUOUS	DUF2254_membrane
A0A8J3H4Z6	DUF2254 domain-containing protein	426	GCM10010961_03640	337702	Pseudodonghicola xiamenensis	Pseudodonghicola xiamenensis	True	IPR018723	family		426	13	365	CONTINUOUS	DUF2254_membrane
A0A8J3IFF8	DUF2254 domain-containing protein	499	KSF_002920	2778369	Reticulibacter mediterranei	Reticulibacter mediterranei	True	IPR018723	family		499	19	391	CONTINUOUS	DUF2254_membrane
A0A8J3KBK3	DUF2254 domain-containing protein	427	Cch02nite_71670	310353	Catellatospora chokoriensis	Catellatospora chokoriensis	True	IPR018723	family		427	4	360	CONTINUOUS	DUF2254_membrane
A0A8J3KN98	Uncharacterized protein	442	Cco03nite_23630	310354	Catellatospora coxensis	Catellatospora coxensis	True	IPR018723	family		442	7	383	CONTINUOUS	DUF2254_membrane
A0A8J3KRW9	DUF2254 domain-containing protein	469	Cco03nite_42380	310354	Catellatospora coxensis	Catellatospora coxensis	True	IPR018723	family		469	38	403	CONTINUOUS	DUF2254_membrane
A0A8J3LCJ8	DUF2254 domain-containing protein	469	Cme02nite_42760	121620	Catellatospora methionotrophica	Catellatospora methionotrophica	True	IPR018723	family		469	38	402	CONTINUOUS	DUF2254_membrane
A0A8J3NJ15	DUF2254 domain-containing protein	458	Cba03nite_13040	310355	Catellatospora bangladeshensis	Catellatospora bangladeshensis	True	IPR018723	family		458	38	403	CONTINUOUS	DUF2254_membrane
A0A8J3NQD7	DUF2254 domain-containing protein	469	Cch02nite_18500	310353	Catellatospora chokoriensis	Catellatospora chokoriensis	True	IPR018723	family		469	38	402	CONTINUOUS	DUF2254_membrane
A0A8J3NYR9	DUF2254 domain-containing protein	469	Cci01nite_25320	53366	Catellatospora citrea	Catellatospora citrea	True	IPR018723	family		469	38	402	CONTINUOUS	DUF2254_membrane
A0A8J3RFC3	DUF2254 domain-containing protein	480	Plo01_01190	28887	Planobispora longispora	Planobispora longispora	True	IPR018723	family		480	27	341	CONTINUOUS	DUF2254_membrane
A0A8J3S5V2	DUF2254 domain-containing protein	480	Pro02_51030	35762	Planobispora rosea	Planobispora rosea	True	IPR018723	family		480	27	341	CONTINUOUS	DUF2254_membrane
A0A8J3SKM8	DUF2254 domain-containing protein	502	Psi01_68360	936338	Planobispora siamensis	Planobispora siamensis	True	IPR018723	family		502	36	352	CONTINUOUS	DUF2254_membrane
A0A8J3SKP0	DUF2254 domain-containing protein	488	Psi01_68030	936338	Planobispora siamensis	Planobispora siamensis	True	IPR018723	family		488	35	350	CONTINUOUS	DUF2254_membrane
A0A8J3VEU1	DUF2254 domain-containing protein	440	Rhe02_16780	1392758	Rhizocola hellebori	Rhizocola hellebori	True	IPR018723	family		440	28	388	CONTINUOUS	DUF2254_membrane
A0A8J3WWD3	DUF2254 domain-containing protein	480	Pta02_56760	1367882	Planobispora takensis	Planobispora takensis	True	IPR018723	family		480	27	342	CONTINUOUS	DUF2254_membrane
A0A8J4A9F7	DUF2254 domain-containing protein	378	NUM_02470	2807577	Actinocatenispora comari	Actinocatenispora comari	True	IPR018723	family		378	18	356	CONTINUOUS	DUF2254_membrane
A0A8J6LYB9	DUF2254 domain-containing protein	443	H8B19_05265	2125989	Neptunicella marina	Neptunicella marina	True	IPR018723	family		443	21	391	CONTINUOUS	DUF2254_membrane
A0A8J6UL48	DUF2254 domain-containing protein	432	ICT70_07900	2771352	Pelovirga terrestris	Pelovirga terrestris	True	IPR018723	family		432	13	374	CONTINUOUS	DUF2254_membrane
A0A8J6XP21	DUF2254 domain-containing protein	444	ICL16_18500	2748662	Iningainema tapete BLCC-T55	Iningainema tapete BLCC-T55	True	IPR018723	family		444	15	393	CONTINUOUS	DUF2254_membrane
A0A8J6YUA7	DUF2254 domain-containing protein	419	ICN82_06535	2771008	Mangrovicoccus algicola	Mangrovicoccus algicola	True	IPR018723	family		419	18	376	CONTINUOUS	DUF2254_membrane
A0A8J7F0P9	DUF2254 domain-containing protein	449	IQ247_06620	945769	Plectonema cf. radiosum LEGE 06105	Plectonema cf. radiosum LEGE 06105	True	IPR018723	family		449	15	397	CONTINUOUS	DUF2254_membrane
A0A8J7GF60	DUF2254 domain-containing protein	420	IW245_001606	619741	Longispora fulva	Longispora fulva	True	IPR018723	family		420	9	373	CONTINUOUS	DUF2254_membrane
A0A8J7HCE9	DUF2254 domain-containing protein	444	I8751_11455	1725252	Atlanticothrix silvestris CENA357	Atlanticothrix silvestris CENA357	True	IPR018723	family		444	15	385	CONTINUOUS	DUF2254_membrane
A0A8J7HPT8	DUF2254 domain-containing protein	448	I8751_27880	1725252	Atlanticothrix silvestris CENA357	Atlanticothrix silvestris CENA357	True	IPR018723	family		448	15	388	CONTINUOUS	DUF2254_membrane
A0A8J7JBZ1	DUF2254 domain-containing protein	416	JF290_16140	2798803	Sedimentitalea arenosa	Sedimentitalea arenosa	True	IPR018723	family		416	17	389	CONTINUOUS	DUF2254_membrane
A0A8J7R087	DUF2254 domain-containing protein	424	J5Y06_08385	1502156	Tianweitania sediminis	Tianweitania sediminis	True	IPR018723	family		424	1	360	CONTINUOUS	DUF2254_membrane
A0A8J7R232	DUF2254 domain-containing protein	401	J5Y06_12095	1502156	Tianweitania sediminis	Tianweitania sediminis	True	IPR018723	family		401	3	353	CONTINUOUS	DUF2254_membrane
A0A8J7SJ37	DUF2254 domain-containing protein	421	H0I76_16065	2753746	Thermohalobaculum xanthum	Thermohalobaculum xanthum	True	IPR018723	family		421	27	388	CONTINUOUS	DUF2254_membrane
A0A8J7VQJ4	DUF2254 domain-containing protein	443	KB893_006845	1776034	Coralloluteibacterium stylophorae	Coralloluteibacterium stylophorae	True	IPR018723	family		443	18	387	CONTINUOUS	DUF2254_membrane
A0A8J7VS10	DUF2254 domain-containing protein	433	KB893_012085	1776034	Coralloluteibacterium stylophorae	Coralloluteibacterium stylophorae	True	IPR018723	family		433	16	378	CONTINUOUS	DUF2254_membrane
A0A8J7W8S1	DUF2254 domain-containing protein	549	RJ53_02740	156457	Methanocalculus chunghsingensis	Methanocalculus chunghsingensis	True	IPR018723	family		549	36	311	CONTINUOUS	DUF2254_membrane
A0A8J7WDQ3	DUF2254 domain-containing protein	409	KB874_04120	2827239	Thetidibacter halocola	Thetidibacter halocola	True	IPR018723	family		409	1	367	CONTINUOUS	DUF2254_membrane
A0A8J8B5H2	DUF2254 domain-containing protein	403	KB874_02250	2827239	Thetidibacter halocola	Thetidibacter halocola	True	IPR018723	family		403	16	376	CONTINUOUS	DUF2254_membrane
A0A8J8CGN1	DUF2254 domain-containing protein	447	GS601_01215	2690445	Myxacorys almedinensis A	Myxacorys almedinensis A	True	IPR018723	family		447	14	385	CONTINUOUS	DUF2254_membrane
A0A8J8GAE3	Membrane protein DUF2254	411	HNQ03_001641	2735899	Frigoriflavimonas asaccharolytica	Frigoriflavimonas asaccharolytica	True	IPR018723	family		411	18	380	CONTINUOUS	DUF2254_membrane
A0A8J8PAA5	DUF2254 domain-containing protein	564	EGH24_12435	2487750	Halonotius terrestris	Halonotius terrestris	True	IPR018723	family		564	27	164	CONTINUOUS	DUF2254_membrane
A0A8J8SJQ8	DUF2254 domain-containing protein	411	GR316_01515	2692330	Falsirhodobacter algicola	Falsirhodobacter algicola	True	IPR018723	family		411	14	368	CONTINUOUS	DUF2254_membrane
A0A8J8TNY7	DUF2254 domain-containing protein	557	CV102_17975	2055836	Natronococcus pandeyae	Natronococcus pandeyae	True	IPR018723	family		557	44	170	CONTINUOUS	DUF2254_membrane
A0A8K0V9B5	DUF2254 domain-containing protein	425	JL811_00285	2804194	Szabonella alba	Szabonella alba	True	IPR018723	family		425	15	368	CONTINUOUS	DUF2254_membrane
A0A8S2BCC3	Uncharacterized protein	445	PMYSY11_1926	437900	Pseudomonas marincola	Pseudomonas marincola	False	IPR018723	family		445	17	380	CONTINUOUS	DUF2254_membrane
A0A8T4IF93	DUF2254 domain-containing protein	420	J7S20_12000	2826939	Stakelama marina	Stakelama marina	True	IPR018723	family		420	18	375	CONTINUOUS	DUF2254_membrane
A0A8T4IIW6	DUF2254 domain-containing protein	438	J7S20_06400	2826939	Stakelama marina	Stakelama marina	True	IPR018723	family		438	14	386	CONTINUOUS	DUF2254_membrane
A0A8T5UTF7	DUF2254 domain-containing protein	984	K8N75_00315	2874285	Methanobacterium spitsbergense	Methanobacterium spitsbergense	True	IPR018723	family		984	51	233	CONTINUOUS	DUF2254_membrane
A0A8T6R724	DUF2254 domain-containing protein	431	EPD83_008245	2502783	Phycicoccus flavus	Phycicoccus flavus	True	IPR018723	family		431	34	397	CONTINUOUS	DUF2254_membrane
A0A8T6YQG0	DUF2254 domain-containing protein	448	CWC29_009695	579562	Pseudoalteromonas galatheae	Pseudoalteromonas galatheae	False	IPR018723	family		448	16	383	CONTINUOUS	DUF2254_membrane
A0A8T6Z5R5	DUF2254 domain-containing protein	437	NH14_000255	159450	Paraburkholderia sacchari	Paraburkholderia sacchari	False	IPR018723	family		437	14	381	CONTINUOUS	DUF2254_membrane
A0A8T6ZEM0	DUF2254 domain-containing protein	474	NH14_016420	159450	Paraburkholderia sacchari	Paraburkholderia sacchari	True	IPR018723	family		474	14	393	CONTINUOUS	DUF2254_membrane
A0A8X8K1A3	DUF2254 domain-containing protein	435	H9654_00900	2760084	Stenotrophomonas lacuserhaii	Stenotrophomonas lacuserhaii	True	IPR018723	family		435	14	370	CONTINUOUS	DUF2254_membrane
A0A916QQY9	DUF2254 domain-containing protein	418	GCM10011498_03810	2035344	Neptunicoccus cionae	Neptunicoccus cionae	True	IPR018723	family		418	13	371	CONTINUOUS	DUF2254_membrane
A0A916THM4	DUF2254 domain-containing protein	438	GCM10011489_36040	1517702	Gordonia jinhuaensis	Gordonia jinhuaensis	True	IPR018723	family		438	10	372	CONTINUOUS	DUF2254_membrane
A0A916TUY9	DUF2254 domain-containing protein	206	GCM10011494_34850	1955250	Novosphingobium endophyticum	Novosphingobium endophyticum	True	IPR018723	family		206	2	150	CONTINUOUS	DUF2254_membrane
A0A916XSE4	DUF2254 domain-containing protein	437	GCM10011335_02280	1776957	Aureimonas glaciei	Aureimonas glaciei	True	IPR018723	family		437	14	371	CONTINUOUS	DUF2254_membrane
A0A916ZMA6	DUF2254 domain-containing protein	414	GCM10011390_24380	2027858	Aureimonas endophytica	Aureimonas endophytica	True	IPR018723	family		414	15	369	CONTINUOUS	DUF2254_membrane
A0A917A2B6	DUF2254 domain-containing protein	397	GCM10011360_09620	1387277	Primorskyibacter flagellatus	Primorskyibacter flagellatus	True	IPR018723	family		397	15	363	CONTINUOUS	DUF2254_membrane
A0A917B6I8	DUF2254 domain-containing protein	462	GCM10010954_25620	1176239	Halobacillus andaensis	Halobacillus andaensis	True	IPR018723	family		462	31	394	CONTINUOUS	DUF2254_membrane
A0A917CQ84	Uncharacterized protein	442	GCM10011365_15370	1171543	Marinicella pacifica	Marinicella pacifica	True	IPR018723	family		442	17	391	CONTINUOUS	DUF2254_membrane
A0A917CSI4	DUF2254 domain-containing protein	439	GCM10010916_11910	1340531	Paenibacillus abyssi	Paenibacillus abyssi	True	IPR018723	family		439	18	384	CONTINUOUS	DUF2254_membrane
A0A917DIV4	DUF2254 domain-containing protein	445	GCM10010989_12690	1703341	Croceicoccus pelagius	Croceicoccus pelagius	True	IPR018723	family		445	14	390	CONTINUOUS	DUF2254_membrane
A0A917DQE3	DUF2254 domain-containing protein	442	GCM10010990_05690	1703339	Croceicoccus mobilis	Croceicoccus mobilis	True	IPR018723	family		442	17	392	CONTINUOUS	DUF2254_membrane
A0A917DZ71	DUF2254 domain-containing protein	453	GCM10011514_53230	1537369	Emticicia aquatilis	Emticicia aquatilis	True	IPR018723	family		453	22	360	CONTINUOUS	DUF2254_membrane
A0A917EWZ2	DUF2254 domain-containing protein	465	GCM10010954_29980	1176239	Halobacillus andaensis	Halobacillus andaensis	True	IPR018723	family		465	24	386	CONTINUOUS	DUF2254_membrane
A0A917EYA8	DUF2254 domain-containing protein	461	GCM10010954_35980	1176239	Halobacillus andaensis	Halobacillus andaensis	True	IPR018723	family		461	28	391	CONTINUOUS	DUF2254_membrane
A0A917FQI4	DUF2254 domain-containing protein	429	GCM10007304_09510	908250	Rhodococcoides trifolii	Rhodococcoides trifolii	True	IPR018723	family		429	12	376	CONTINUOUS	DUF2254_membrane
A0A917GSN6	DUF2254 domain-containing protein	423	GCM10011403_11020	1768907	Pseudohongiella nitratireducens	Pseudohongiella nitratireducens	True	IPR018723	family		423	13	374	CONTINUOUS	DUF2254_membrane
A0A917HAD2	DUF2254 domain-containing protein	434	GCM10011374_41240	1176249	Kocuria dechangensis	Kocuria dechangensis	True	IPR018723	family		434	14	379	CONTINUOUS	DUF2254_membrane
A0A917K3D3	DUF2254 domain-containing protein	484	GCM10010885_03840	1003997	Alicyclobacillus cellulosilyticus	Alicyclobacillus cellulosilyticus	True	IPR018723	family		484	39	174	CONTINUOUS	DUF2254_membrane
A0A917KIW2	DUF2254 domain-containing protein	428	GCM10011320_18420	287609	Neoroseomonas lacus	Neoroseomonas lacus	True	IPR018723	family		428	16	375	CONTINUOUS	DUF2254_membrane
A0A917L3U7	DUF2254 domain-containing protein	411	GCM10011320_58780	287609	Neoroseomonas lacus	Neoroseomonas lacus	True	IPR018723	family		411	3	359	CONTINUOUS	DUF2254_membrane
A0A917LLB5	DUF2254 domain-containing protein	446	GCM10010976_09280	1495645	Bizionia arctica	Bizionia arctica	True	IPR018723	family		446	18	379	CONTINUOUS	DUF2254_membrane
A0A917MIF7	DUF2254 domain-containing protein	436	GCM10007036_08020	340221	Alsobacter metallidurans	Alsobacter metallidurans	True	IPR018723	family		436	2	364	CONTINUOUS	DUF2254_membrane
A0A917N9R4	DUF2254 domain-containing protein	430	GCM10007966_00800	343510	Legionella impletisoli	Legionella impletisoli	True	IPR018723	family		430	20	375	CONTINUOUS	DUF2254_membrane
A0A917PHY9	DUF2254 domain-containing protein	412	GCM10009304_00760	1515666	Pseudomonas matsuisoli	Pseudomonas matsuisoli	True	IPR018723	family		412	12	364	CONTINUOUS	DUF2254_membrane
A0A917PWT5	DUF2254 domain-containing protein	435	GCM10007063_18170	340214	Lentibacillus kapialis	Lentibacillus kapialis	True	IPR018723	family		435	11	380	CONTINUOUS	DUF2254_membrane
A0A917Q9Y6	DUF2254 domain-containing protein	426	GCM10011322_26960	690164	Salinarimonas ramus	Salinarimonas ramus	True	IPR018723	family		426	14	366	CONTINUOUS	DUF2254_membrane
A0A917SPW1	DUF2254 domain-containing protein	467	GCM10011594_11030	1748367	Nakamurella endophytica	Nakamurella endophytica	True	IPR018723	family		467	27	407	CONTINUOUS	DUF2254_membrane
A0A917T5K2	DUF2254 domain-containing protein	442	GCM10011594_34130	1748367	Nakamurella endophytica	Nakamurella endophytica	True	IPR018723	family		442	39	393	CONTINUOUS	DUF2254_membrane
A0A917WB55	DUF2254 domain-containing protein	405	GCM10011534_09310	375761	Pseudooceanicola nanhaiensis	Pseudooceanicola nanhaiensis	True	IPR018723	family		405	17	365	CONTINUOUS	DUF2254_membrane
A0A917Y1X1	Uncharacterized protein	163	GCM10011579_033610	1623582	Streptomyces albiflavescens	Streptomyces albiflavescens	True	IPR018723	family		163	2	112	CONTINUOUS	DUF2254_membrane
A0A917Y3S3	Uncharacterized protein	158	GCM10011579_033600	1623582	Streptomyces albiflavescens	Streptomyces albiflavescens	True	IPR018723	family		158	2	87	CONTINUOUS	DUF2254_membrane
A0A917YRW6	DUF2254 domain-containing protein	422	GCM10010982_05830	502051	Bowmanella pacifica	Bowmanella pacifica	True	IPR018723	family		422	14	371	CONTINUOUS	DUF2254_membrane
A0A918DWX3	DUF2254 domain-containing protein	420	GCM10011348_40780	518897	Marinobacterium nitratireducens	Marinobacterium nitratireducens	True	IPR018723	family		420	17	372	CONTINUOUS	DUF2254_membrane
A0A918E117	DUF2254 domain-containing protein	425	GCM10012280_51010	1544741	Wenjunlia tyrosinilytica	Wenjunlia tyrosinilytica	True	IPR018723	family		425	9	378	CONTINUOUS	DUF2254_membrane
A0A918EZ97	DUF2254 domain-containing protein	425	GCM10010280_34800	28893	Streptomyces pilosus	Streptomyces pilosus	True	IPR018723	family		425	15	375	CONTINUOUS	DUF2254_membrane
A0A918IX01	DUF2254 domain-containing protein	432	GCM10007383_19620	228955	Arenibacter certesii	Arenibacter certesii	True	IPR018723	family		432	18	381	CONTINUOUS	DUF2254_membrane
A0A918JQI7	DUF2254 domain-containing protein	438	GCM10007391_30540	516698	Alteromonas halophila	Alteromonas halophila	True	IPR018723	family		438	22	391	CONTINUOUS	DUF2254_membrane
A0A918LGR2	DUF2254 domain-containing protein	454	GCM10010171_45200	1816	Actinokineospora fastidiosa	Actinokineospora fastidiosa	True	IPR018723	family		454	27	387	CONTINUOUS	DUF2254_membrane
A0A918LV16	DUF2254 domain-containing protein	438	GCM10014713_57600	1951	Streptomyces purpureus	Streptomyces purpureus	True	IPR018723	family		438	21	388	CONTINUOUS	DUF2254_membrane
A0A918N549	DUF2254 domain-containing protein	426	GCM10007384_39160	279356	Aquimarina muelleri	Aquimarina muelleri	True	IPR018723	family		426	17	380	CONTINUOUS	DUF2254_membrane
A0A918NBY1	DUF2254 domain-containing protein	470	GCM10011309_08760	1220491	Litorimonas cladophorae	Litorimonas cladophorae	True	IPR018723	family		470	14	400	CONTINUOUS	DUF2254_membrane
A0A918NT50	DUF2254 domain-containing protein	448	GCM10010515_69660	152141	Streptomyces fructofermentans	Streptomyces fructofermentans	True	IPR018723	family		448	27	393	CONTINUOUS	DUF2254_membrane
A0A918PBM3	DUF2254 domain-containing protein	430	GCM10011614_07120	1256513	Novosphingobium colocasiae	Novosphingobium colocasiae	True	IPR018723	family		430	13	378	CONTINUOUS	DUF2254_membrane
A0A918Q1Z7	DUF2254 domain-containing protein	418	GCM10007049_24620	346377	Echinicola pacifica	Echinicola pacifica	True	IPR018723	family		418	2	367	CONTINUOUS	DUF2254_membrane
A0A918RW39	DUF2254 domain-containing protein	435	GCM10008090_23770	1329800	Arenicella chitinivorans	Arenicella chitinivorans	True	IPR018723	family		435	14	381	CONTINUOUS	DUF2254_membrane
A0A918S913	DUF2254 domain-containing protein	399	GCM10007989_26230	1335967	Devosia pacifica	Devosia pacifica	True	IPR018723	family		399	1	350	CONTINUOUS	DUF2254_membrane
A0A918SEY7	DUF2254 domain-containing protein	392	GCM10007103_16180	680283	Salinimicrobium marinum	Salinimicrobium marinum	True	IPR018723	family		392	19	339	CONTINUOUS	DUF2254_membrane
A0A918SYQ0	DUF2254 domain-containing protein	428	GCM10007067_08280	543356	Cognatilysobacter bugurensis	Cognatilysobacter bugurensis	True	IPR018723	family		428	14	371	CONTINUOUS	DUF2254_membrane
A0A918SZV3	DUF2254 domain-containing protein	456	GCM10007067_15940	543356	Cognatilysobacter bugurensis	Cognatilysobacter bugurensis	True	IPR018723	family		456	18	390	CONTINUOUS	DUF2254_membrane
A0A918TBS9	DUF2254 domain-containing protein	431	GCM10007100_02830	454148	Roseibacillus persicicus	Roseibacillus persicicus	True	IPR018723	family		431	15	374	CONTINUOUS	DUF2254_membrane
A0A918U4N8	DUF2254 domain-containing protein	433	GCM10010515_68660	152141	Streptomyces fructofermentans	Streptomyces fructofermentans	True	IPR018723	family		433	19	376	CONTINUOUS	DUF2254_membrane
A0A919BLA6	DUF2254 domain-containing protein	444	GCM10017161_29930	1673741	Thalassotalea marina	Thalassotalea marina	True	IPR018723	family		444	19	390	CONTINUOUS	DUF2254_membrane
A0A919D949	DUF2254 domain-containing protein	434	GCM10018781_75920	67307	Kitasatospora indigofera	Kitasatospora indigofera	True	IPR018723	family		434	17	384	CONTINUOUS	DUF2254_membrane
A0A919FKF0	DUF2254 domain-containing protein	458	GCM10018781_23480	67307	Kitasatospora indigofera	Kitasatospora indigofera	True	IPR018723	family		458	44	411	CONTINUOUS	DUF2254_membrane
A0A919GUP8	DUF2254 domain-containing protein	442	Sxan_07560	67385	Streptomyces xanthophaeus	Streptomyces xanthophaeus	True	IPR018723	family		442	35	399	CONTINUOUS	DUF2254_membrane
A0A919K6K0	DUF2254 domain-containing protein	425	Ari01nite_93300	1050105	Paractinoplanes rishiriensis	Paractinoplanes rishiriensis	True	IPR018723	family		425	2	365	CONTINUOUS	DUF2254_membrane
A0A919LB79	DUF2254 domain-containing protein	428	Sxan_04850	67385	Streptomyces xanthophaeus	Streptomyces xanthophaeus	True	IPR018723	family		428	17	374	CONTINUOUS	DUF2254_membrane
A0A919MK11	DUF2254 domain-containing protein	455	Ani05nite_07610	135950	Actinoplanes nipponensis	Actinoplanes nipponensis	True	IPR018723	family		455	14	394	CONTINUOUS	DUF2254_membrane
A0A919R4G6	DUF2254 domain-containing protein	457	Sru01_41100	1381558	Sphaerisporangium rufum	Sphaerisporangium rufum	True	IPR018723	family		457	18	397	CONTINUOUS	DUF2254_membrane
A0A919UK46	DUF2254 domain-containing protein	424	Dac01nite_12870	1582364	Demequina activiva	Demequina activiva	True	IPR018723	family		424	15	367	CONTINUOUS	DUF2254_membrane
A0A919VMR6	Uncharacterized protein	450	Aau02nite_48670	47988	Actinoplanes auranticolor	Actinoplanes auranticolor	True	IPR018723	family		450	16	393	CONTINUOUS	DUF2254_membrane
A0A921NXR6	DUF2254 domain-containing protein	434	PMES_00964	1037889	Profundibacterium mesophilum KAUST100406-0324	Profundibacterium mesophilum KAUST100406-0324	True	IPR018723	family		434	31	383	CONTINUOUS	DUF2254_membrane
A0A921TBM6	DUF2254 domain-containing protein	512	PMES_03185	1037889	Profundibacterium mesophilum KAUST100406-0324	Profundibacterium mesophilum KAUST100406-0324	True	IPR018723	family		512	15	372	CONTINUOUS	DUF2254_membrane
A0A922NYJ9	DUF2254 domain-containing protein	419	GV68_03860	1509405	Pseudorhizobium pelagicum	Pseudorhizobium pelagicum	True	IPR018723	family		419	15	374	CONTINUOUS	DUF2254_membrane
A0A923MQI2	DUF2254 domain-containing protein	460	H8N03_09090	2764187	Ramlibacter cellulosilyticus	Ramlibacter cellulosilyticus	True	IPR018723	family		460	11	380	CONTINUOUS	DUF2254_membrane
A0A923PL44	DUF2254 domain-containing protein	445	H9S92_14440	1517758	Neolewinella lacunae	Neolewinella lacunae	True	IPR018723	family		445	17	377	CONTINUOUS	DUF2254_membrane
A0A923SHB9	DUF2254 domain-containing protein	446	H8S84_01900	1720253	Pontibacter cellulosilyticus	Pontibacter cellulosilyticus	True	IPR018723	family		446	17	381	CONTINUOUS	DUF2254_membrane
A0A926GDB9	DUF2254 domain-containing protein	202	H4P12_06625	2760093	Paracoccus amoyensis	Paracoccus amoyensis	True	IPR018723	family		202	69	183	CONTINUOUS	DUF2254_membrane
A0A926VLT6	DUF2254 domain-containing protein	445	H6G03_31940	2949571	Aerosakkonema funiforme FACHB-1375	Aerosakkonema funiforme FACHB-1375	True	IPR018723	family		445	14	387	CONTINUOUS	DUF2254_membrane
A0A926ZZH6	DUF2254 domain-containing protein	449	H6G06_03465	2692883	Anabaena sphaerica FACHB-251	Anabaena sphaerica FACHB-251	True	IPR018723	family		449	15	389	CONTINUOUS	DUF2254_membrane
A0A927D111	DUF2254 domain-containing protein	448	H9Q16_04095	2766981	Sulfitobacter aestuariivivens	Sulfitobacter aestuariivivens	True	IPR018723	family		448	20	383	CONTINUOUS	DUF2254_membrane
A0A927FBZ5	DUF2254 domain-containing protein	435	IEN85_18860	2773457	Pelagicoccus enzymogenes	Pelagicoccus enzymogenes	True	IPR018723	family		435	14	377	CONTINUOUS	DUF2254_membrane
A0A927FTV0	DUF2254 domain-containing protein	410	IC608_07660	2774138	Devosia oryzisoli	Devosia oryzisoli	True	IPR018723	family		410	13	364	CONTINUOUS	DUF2254_membrane
A0A927G7E8	DUF2254 domain-containing protein	434	IF651_04250	2708133	Cellulosimicrobium arenosum	Cellulosimicrobium arenosum	True	IPR018723	family		434	10	381	CONTINUOUS	DUF2254_membrane
A0A927GHF9	DUF2254 domain-containing protein	443	IC230_32390	2771355	Spirosoma validum	Spirosoma validum	True	IPR018723	family		443	14	392	CONTINUOUS	DUF2254_membrane
A0A927JD48	DUF2254 domain-containing protein	441	HT102_11435	2742202	Lolliginicoccus lacisalsi	Lolliginicoccus lacisalsi	True	IPR018723	family		441	9	376	CONTINUOUS	DUF2254_membrane
A0A927Q0W9	DUF2254 domain-containing protein	422	IE331_04630	2774019	Nocardioides donggukensis	Nocardioides donggukensis	True	IPR018723	family		422	33	395	CONTINUOUS	DUF2254_membrane
A0A930VD89	DUF2254 domain-containing protein	446	ISU07_14890	433663	Nocardioides islandensis	Nocardioides islandensis	True	IPR018723	family		446	15	390	CONTINUOUS	DUF2254_membrane
A0A930Y5R0	DUF2254 domain-containing protein	431	ISG29_00480	2784339	Nocardioides acrostichi	Nocardioides acrostichi	True	IPR018723	family		431	32	400	CONTINUOUS	DUF2254_membrane
A0A930YG15	DUF2254 domain-containing protein	449	ISU10_04960	433664	Nocardioides agariphilus	Nocardioides agariphilus	True	IPR018723	family		449	13	390	CONTINUOUS	DUF2254_membrane
