#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR003929 AND Category=AF4;
5_2	AF4	A0A1D1VP35-F1	Water bear	74.7	Maxi K channel	IPR003929,IPR013099,IPR036291	RvY_11161 RvY_11161.1 RvY_11161-1
3_1	AF4	A0A6P6QNK5-F1	Goldfish	77.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC113112952
3_1	AF4	D3X749-F1	Chicken	77.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	kcnma1
3_1	AF4	A0A6Q2YQX0-F1	Northern pike	77.5	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	
3_1	AF4	A0A6P5UBG7-F1	Fruit fly	77.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC111065694
3_1	AF4	A0A3P9HEU1-F1	Japanese rice fish	77.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A7L0FET4-F1	Grey go-away-bird	77.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 CORCON_R10226
3_1	AF4	D3X740-F1	Chicken	77.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	kcnma1 KCNMA1
3_1	AF4	R4GG29-F1	Chicken	77.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7K9UFA7-F1	American pygmy kingfisher	77.5	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	Kcnma1 CHLAEN_R07946
3_1	AF4	A0A663N9H3-F1	Burrowing owl	77.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7L1FYW1-F1	Garden warbler	77.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 SYLBOR_R06994
3_1	AF4	A0A667GI70-F1	Canada lynx	77.4	Potassium calcium-activated channel subfamily U member 1	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A4W4HIQ2-F1	Electric eel	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7L0D6J0-F1	greater painted-snipe	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 ROSBEN_R11682
3_1	AF4	A0A2K5C404-F1	Ma's night monkey	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A668A8D6-F1	pinecone soldierfish	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115372769
3_1	AF4	A0A7L2PCX5-F1	Red-whiskered bulbul	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PYCJOC_R07128
3_1	AF4	A0A7K9LHW9-F1	Rhabdornis inornatus	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 RHAINO_R05960
3_1	AF4	A0A851JJ77-F1	Donacobius atricapilla	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 DONATR_R09764
3_1	AF4	A0A1S3STP5-F1	Atlantic salmon	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106611671
3_1	AF4	A0A7K9INE1-F1	Myiagra hebetior	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 MYIHEB_R01263
3_1	AF4	A0A2Y9DXH5-F1	Florida manatee	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC101341595
3_1	AF4	A0A7K7JJM4-F1	Red-winged blackbird	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 AGEPHO_R06298
3_1	AF4	A0A6J1V0I1-F1	mainland tiger snake	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	E3VRZ9-F1	Mouse	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1
3_1	AF4	A0A7L3KQ89-F1	Drymodes brunneopygia	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 DRYBRU_R08179
3_1	AF4	A0A2Y9HZN5-F1	Hawaiian monk seal	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7J8GA95-F1	Egyptian rousette	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	HJG63_007120
3_1	AF4	A0A7L1PX45-F1	Eurasian golden oriole	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 ORIORI_R13619
3_1	AF4	A0A663N7D4-F1	Burrowing owl	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7K8MAC3-F1	Ptilorrhoa leucosticta	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PTILEU_R10222
3_1	AF4	A0A671TEQ4-F1	Sinocyclocheilus anshuiensis	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC107678532
3_1	AF4	G3P2A6-F1	Three-spined stickleback	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A6P6QQU4-F1	Goldfish	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC113112952
3_1	AF4	A0A078AQK5-F1	Ciliate	77.4	Cation channel family protein	IPR003929,IPR036291	Contig18251.g19394 STYLEM_13522
3_1	AF4	A0A455AKV4-F1	Sperm whale	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A1S3Q7E4-F1	Atlantic salmon	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106589905
3_1	AF4	A0A2D0QS58-F1	Channel catfish	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC108263740
3_1	AF4	A0A2Y9T678-F1	Sperm whale	77.4	potassium channel subfamily T member 2 isoform X1	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A7N6ANJ1-F1	Climbing perch	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7K5M2Z1-F1	Northern cardinal	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 CARCAR_R03941
3_1	AF4	A0A6P5R261-F1	Ryukyu mouse	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1
3_1	AF4	A0A7K8L3Q7-F1	Ardeotis kori	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 ARDKOR_R07176
3_1	AF4	A0A7L1Z2J4-F1	Scytalopus superciliaris	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 SCYSUP_R02923
3_1	AF4	A0A4W4HIS4-F1	Electric eel	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7L1SHT2-F1	Limpkin	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 ARAGUA_R10496
3_1	AF4	A0A3B3UPQ8-F1	sailfin molly	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A0Q9WDT0-F1	Fruit fly	77.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	Dvir\GJ23648 Dvir_GJ23648
3_1	AF4	A0A6P8UP85-F1	Antarctic dragonfish	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC117543371
3_1	AF4	A0A087T8D6-F1	African social velvet spider	77.4	Calcium-activated potassium channel slo-1	IPR003929	X975_10463
3_1	AF4	A0A852JAF4-F1	pied barbet	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 TRILEU_R10174
3_1	AF4	A0A7J8G9Y9-F1	Egyptian rousette	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	HJG63_007120
3_1	AF4	A0A7L0S9D7-F1	Ferruginous pygmy-owl	77.4	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	Kcnma1 GLABRA_R11820
3_1	AF4	A0A2I3S9S2-F1	Chimpanzee	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A3B3X483-F1	Poecilia mexicana	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A7K7PME6-F1	Great reed-warbler	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 ACRARU_R04373
3_1	AF4	A0A1S3Q796-F1	Atlantic salmon	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106589905
3_1	AF4	A0A6Q2Y7U0-F1	Northern pike	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A7L3IK28-F1	spotted pardalote	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PARPUN_R13361
3_1	AF4	A0A7K5P3A0-F1	Erythrocercus mccallii	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 ERYMCC_R00840
3_1	AF4	A0A7K9P4S0-F1	yellow-belllied whistler	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PACPHI_R12395
3_1	AF4	A0A7L0KUH6-F1	Green crombec	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 SYLVIR_R09242
3_1	AF4	A0A2K6V5K3-F1	Bolivian squirrel monkey	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6J0DTW8-F1	Prairie deer mouse	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1
3_1	AF4	A0A1V4KJF9-F1	Patagioenas fasciata	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1 AV530_015954
3_1	AF4	A0A7K5JWG9-F1	McConnell's flycatcher	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 MIOMAC_R08211
3_1	AF4	A0A7L3SRJ6-F1	Black-legged kittiwake	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 RISTRI_R05567
3_1	AF4	A0A7K7ZXP5-F1	Fan-tailed berrypecker	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 MELVER_R07599
3_1	AF4	A0A851PBA6-F1	Anhinga	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 ANHANH_R12135
3_1	AF4	A0A6J2AC85-F1	Cheetah	77.4	potassium channel subfamily U member 1	IPR003929,IPR005821,IPR036291	KCNU1
3_1	AF4	A0A668UQW4-F1	Israeli tilapia	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821	
3_1	AF4	A0A7E6ELA5-F1	Common octopus	77.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC115228444
3_1	AF4	A0A2K5VSR7-F1	Crab-eating macaque	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A2J8U566-F1	Sumatran orangutan	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	CR201_G0030157
3_1	AF4	A0A7K9SY58-F1	Galbula dea	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 GALDEA_R05308
3_1	AF4	A0A7L1TJK3-F1	Phainopepla	77.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PHANIT_R08792
3_1	AF4	A0A6P8KGT2-F1	Fruit fly	77.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117143036
3_1	AF4	A0A6P3GLT3-F1	Bison bison	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6P8XLZ7-F1	Fruit fly	77.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117574290
3_1	AF4	A0A7K5GD74-F1	Black-legged seriema	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 CHUBUR_R14444
3_1	AF4	A0A7L3V321-F1	Brown-headed cowbird	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 MOLATE_R09383
3_1	AF4	A0A287ASZ2-F1	Pig	77.3	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A6J0GKU8-F1	blue-crowned manakin	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7J7VB83-F1	Kuhl's pipistrelle	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	mPipKuh1_007053
3_1	AF4	A0A671MYZ3-F1	Sinocyclocheilus anshuiensis	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC107698159
3_1	AF4	A0A7E4ZU84-F1	Microworm	77.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A3B4Y638-F1	Seriola lalandi	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7L0QYD7-F1	Kirtland's warbler	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 SETKIR_R11509
3_1	AF4	A0A7L0YYY1-F1	Ploceus nigricollis	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PLONIG_R11847
3_1	AF4	A0A7L3Z5F9-F1	White-bellied storm-petrel	77.3	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003148,IPR003929,IPR036291	Kcnma1 FREGRA_R07311
