#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR036901;IPR006131 AND Category=AF4;
4_1	AF4	A0A7J6WXD7-F1	Rue-anemone	77.7	Aspartate carbamoyltransferase (EC 2.1.3.2)	IPR002082,IPR006130,IPR006131,IPR006132,IPR036901	FRX31_008300
3_1	AF4	A0A7X2M7J7-F1	Eubacterium sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GKG43_19345
3_1	AF4	A0A4R2M6G2-F1	Flavonifractor plautii	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	EV206_106177
3_1	AF4	A0A4R6TPQ4-F1	Zeaxanthinibacter enoshimensis	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CLV82_1123
3_1	AF4	A0A661XGC9-F1	Caldiserica bacterium	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	DRI36_00845
3_1	AF4	A0A1G9KDL2-F1	Sarcina sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	SAMN04487833_12062
3_1	AF4	A0A243WK36-F1	Hymenobacter crusticola	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BXP70_01415
3_1	AF4	A0A374AWS8-F1	Anaerostipes sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DWV34_04340
3_1	AF4	A0A2D5K2W1-F1	Woeseiaceae bacterium	97.7	Acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	CMO99_05755
3_1	AF4	A0A2T2UEN6-F1	Bacteroidetes bacterium	97.7	Acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	BRD52_06955
3_1	AF4	A0A2T0MFX9-F1	Muricauda pacifica	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CLV81_0433
3_1	AF4	A0A414EN74-F1	Blautia obeum	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW799_05205
3_1	AF4	A0A2A2S6A4-F1	Mucilaginibacter sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CKK33_12095
3_1	AF4	A0A1Q9P3G6-F1	strain LC_2	97.7	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR036901	argF_1 HeimC2_04540
3_1	AF4	A0A4P5T427-F1	Bacteroidetes bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' LBMAG22_13860
3_1	AF4	A0A3A6FYM1-F1	Lachnospiraceae bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DXD70_12515
3_1	AF4	A0A4V2PR32-F1	Flavobacterium sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' C8C83_5263
3_1	AF4	A0A163BQT1-F1	Aquimarina aggregata	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' AWE51_19860
3_1	AF4	A0A7T7UUC7-F1	Anaerococcus obesiensis	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW I6H46_01670
3_1	AF4	A0A4Q5LS39-F1	Mucilaginibacter terrigena	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EWM62_02815
3_1	AF4	A0A1Y3S7R8-F1	Flavonifractor sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	B5G34_15500
3_1	AF4	A0A1M6PDF1-F1	Muricauda antarctica	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05216293_0136
3_1	AF4	A0A6L3ZJU4-F1	Phaeocystidibacter marisrubri	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' F8C82_06760
3_1	AF4	A0A1I0K741-F1	Enterocloster lavalensis	97.7	Knotted carbamoyltransferase YgeW	IPR006131,IPR036901	SAMN05216313_1491
3_1	AF4	A0A1M7DRM6-F1	Flavobacterium saccharophilum	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05444366_1674
3_1	AF4	A0A3R6R896-F1	Clostridium sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW922_04770
3_1	AF4	A0A851GY46-F1	Sediminibacterium sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HYI21_12035
3_1	AF4	A0A2P8HKS9-F1	Chitinophaga niastensis	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CLV51_103813
3_1	AF4	A0A3C2EHF4-F1	Clostridiales bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DCM73_01150
3_1	AF4	A0A1S9B0F5-F1	Hymenobacter sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' B0919_08360
3_1	AF4	A0A101WDX3-F1	Desulfosporosinus sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	APF81_19130
3_1	AF4	A0A6M8SI99-F1	Flavobacterium sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HQN62_13015
3_1	AF4	G9YPT6-F1	Flavonifractor plautii	97.7	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF0372_01525
3_1	AF4	A0A2W7RJS2-F1	Hydrotalea sandarakina	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' LX80_02530
3_1	AF4	A0A1Y4FDY8-F1	Fusobacterium plautii	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW B5F52_11550 GXM20_15945
3_1	AF4	A0A415LSJ9-F1	Ruminococcus sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW022_00955
3_1	AF4	A0A437PMI3-F1	Sandaracinomonas limnophila	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EOJ36_10465
3_1	AF4	A0A417Q5F8-F1	Ruminococcus sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DXC27_01990
3_1	AF4	A0A3R6UR49-F1	Clostridium sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW819_03540
3_1	AF4	A0A417R7Y6-F1	Blautia sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DXC01_03170
3_1	AF4	A0A227NNQ5-F1	Flavobacterium araucananum	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' B0A64_21970
3_1	AF4	A0A6J4GEE9-F1	Flavobacterium collinsii	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' FLACOL7796_01741
3_1	AF4	A0A2T3HR35-F1	Pedobacter yulinensis	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' C7T94_02035
3_1	AF4	A0A3G6QVD1-F1	Chryseobacterium shandongense	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EG350_12250 EG353_02805
3_1	AF4	A0A7V5A066-F1	Spirochaetales bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW ENW64_07785
3_1	AF4	A0A847M1G2-F1	Treponema sp	97.7	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GX438_07880
3_1	AF4	A0A8B2XAM2-F1	Enterocloster clostridioformis	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW097_11845
3_1	AF4	A0A1V3RKD3-F1	Flavobacterium sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' B0E44_02940
3_1	AF4	A0A1G0B1M6-F1	Flavobacteria bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' A3F91_06820
3_1	AF4	A0A7Y3CNW0-F1	Woeseiaceae bacterium	97.7	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	HKO74_11540
3_1	AF4	A0A1M5MEM3-F1	Cytophaga johnsonae	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05444388_104150
3_1	AF4	E4TPD4-F1	Microscilla tractuosa	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' Ftrac_1532
3_1	AF4	A0A416BV90-F1	Ruminococcus sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW061_01390
3_1	AF4	A0A1I7FZ35-F1	Pontibacter akesuensis	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN04487941_0573
3_1	AF4	A0A417VLS1-F1	Roseburia sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DXB15_08380
3_1	AF4	A0A1Z9MNH0-F1	Candidatus Pelagibacter sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CBD62_00745
3_1	AF4	F8CDT1-F1	Myxococcus fulvus 	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' LILAB_33450
3_1	AF4	A0A7W1SPG4-F1	Bacteroidetes bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' H0X62_09980
3_1	AF4	A0A7C4Q949-F1	Spirochaetes bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW ENS86_10320
3_1	AF4	A0A524AKJ0-F1	Anaerolineales bacterium	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	E3J21_10345
3_1	AF4	A0A653R7S0-F1	Chryseobacterium sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF argF' CHRYSEO8AT_290079
3_1	AF4	A0A415S6F3-F1	Ruminococcus gnavus	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DWZ50_14950
3_1	AF4	A0A7V3K0X1-F1	Anaerolineae bacterium	97.7	OTCace domain-containing protein	IPR006130,IPR006131,IPR036901	ENX84_00685
3_1	AF4	A0A133VTD5-F1	candidate division	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	AKJ35_00215
3_1	AF4	A0A1I1F2B9-F1	Flexibacter flexilis	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05421780_10216
3_1	AF4	A0A7C3H4T4-F1	Chloroflexi bacterium	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	ENJ93_09260
3_1	AF4	A0A2E5JEK0-F1	Flavobacteriaceae bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CMC93_07385
3_1	AF4	A0A5M9HV79-F1	Mediterraneibacter catenae	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW FNY66_11285
3_1	AF4	J2SIC1-F1	strain CF136	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' PMI10_01403
3_1	AF4	A0A842WTZ6-F1	Candidatus Lokiarchaeota	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	GF411_06200
3_1	AF4	A0A7X7JZI0-F1	Anaerolineales bacterium	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	GX601_03180
3_1	AF4	A5FEC2-F1	Cytophaga johnsonae	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' Fjoh_3430
3_1	AF4	E6X4I6-F1	Cellulophaga algicola 	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' Celal_0961
3_1	AF4	A0A644WYZ3-F1	bioreactor metagenome	97.7	Putative carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW_3 SDC9_53560
3_1	AF4	A0A3E2WDZ3-F1	Enterocloster aldenensis	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW886_05250 DWX59_21145
3_1	AF4	A0A3N5F820-F1	Planctomycetes bacterium	97.7	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	EHM91_06160
3_1	AF4	A0A1I5BS11-F1	Chryseobacterium oleae	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05421594_4147
3_1	AF4	A0A1M5QY32-F1	Clostridium grantii	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	SAMN02745207_00373
3_1	AF4	A0A420DC68-F1	Epilithonimonas arachidiradicis	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BXY58_1200
3_1	AF4	A0A3B9IBH3-F1	Lachnospiraceae bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DCG37_05625
3_1	AF4	A0A6L5XZK2-F1	Velocimicrobium porci	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW FYJ58_08425
3_1	AF4	A0A2N1QUX1-F1	Synergistetes bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW CVV54_04155
3_1	AF4	A0A3A9FVD3-F1	bacterium 1XD42-8	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW D7X25_09175
3_1	AF4	A0A1M5ACW0-F1	Mariniphaga anaerophila	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05444274_104282
3_1	AF4	A0A1S8S3N6-F1	Clostridium MP	97.7	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	argF_2 CLBCK_30880
3_1	AF4	A0A6V6Z8A2-F1	Flavobacterium chungangense	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' FLACHUCJ7_03567
3_1	AF4	W0FIG8-F1	uncultured bacterium	97.7	Aspartate/ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	
3_1	AF4	A0A0Q7GR31-F1	Flavobacterium sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' ASC72_00840
3_1	AF4	A0A7Y3W3T3-F1	Parvularcula mediterranea	97.7	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	HK107_00420
3_1	AF4	A0A0G9LHN8-F1	Clostridium sp	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	AAT22_09445
3_1	AF4	A0A285MGD5-F1	Muricauda parva	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN06265377_0201
3_1	AF4	A0A4P8IJ15-F1	Anaerostipes rhamnosivorans	97.7	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	AR1Y2_2480
3_1	AF4	A0A1C5VGB7-F1	uncultured Blautia	97.7	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW SAMEA3545244_03495
3_1	AF4	A0A174W5E0-F1	Hungatella hathewayi	97.7	Carbamoyltransferase YgeW (Knotted carbamoyltransferase YgeW)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW876_08745 DXA14_24365 ERS852528_04010
3_1	AF4	A0A5P2GF34-F1	Arachidicoccus sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' E0W69_016715
3_1	AF4	E5Y972-F1	strain 3_1_6	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF0179_02740
3_1	AF4	A0A849EZ33-F1	Maribacter sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HKP49_06275
3_1	AF4	A0A085BCN7-F1	Chryseobacterium sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' IO90_13680
3_1	AF4	A0A7X7T5W4-F1	Holophagae bacterium	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	GX464_09315
3_1	AF4	A0A1E8R8B8-F1	Anaerococcus sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF2852_03610
3_1	AF4	R6JK74-F1	Clostridium clostridioforme	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	BN486_01932
3_1	AF4	A0A4Y7UF77-F1	Flavobacterium circumlabens	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' D0809_07540 EV142_102381
3_1	AF4	R0CNA6-F1	[Clostridium] clostridioforme	97.7	Carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF1083_05003
3_1	AF4	D0GJN3-F1	Pseudoleptotrichia goodfellowii	97.7	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HMPREF0554_0912
3_1	AF4	A0A1C6CPJ9-F1	uncultured Ruminococcus	97.7	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW SAMEA3545373_01719
3_1	AF4	A0A1F5R1M9-F1	Candidatus Eisenbacteria	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR036901	A2W00_02990
3_1	AF4	A0A2V2RCF2-F1	Acidobacteria bacterium	97.7	Acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	C5B44_06630
3_1	AF4	A0A521AZM8-F1	Flavobacterium resistens	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' GJU42_10685 SAMN06265349_101562
3_1	AF4	A0A316L1B5-F1	Muricauda koreensis	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DKG77_05580
3_1	AF4	A0A7X8KLY0-F1	Synergistaceae bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GX253_03405
3_1	AF4	A0A7V3HI05-F1	Anaerolineae bacterium	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	ENX01_02725
3_1	AF4	A0A3D4IJ69-F1	Bacteroidetes bacterium	97.7	N-acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	DIW24_10010
3_1	AF4	U2UAS0-F1	Oribacterium sp	97.7	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF1986_00871
3_1	AF4	A0A7X7JZP7-F1	Anaerolineales bacterium	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	GX601_03175
3_1	AF4	A0A180EIA8-F1	Lewinella sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' A3850_000180
3_1	AF4	A0A6J7BQK2-F1	freshwater metagenome	97.7	Unannotated protein	IPR006130,IPR006131,IPR006132,IPR036901	UFOPK2656_02932 UFOPK3099_01207 UFOPK3267_00476 UFOPK3651_02198 UFOPK3931_02250 UFOPK4189_02677
3_1	AF4	A0A1V6HRJ9-F1	Acidobacteria bacterium ADurb	97.7	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	argF' BWX64_01350
3_1	AF4	A0A1H7RTR6-F1	Stigmatella aurantiaca	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05444354_107164
3_1	AF4	A0A133SIK5-F1	Megasphaera sp	97.7	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF3201_00982
3_1	AF4	A0A7Z9WV90-F1	Desulfobacterales bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR017702,IPR036901	ygeW EYP18_00415
3_1	AF4	A0A0U2UEW4-F1	Eubacterium limosum	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ACH52_1591 SAMN04515624_10799
3_1	AF4	A0A2N2CUQ0-F1	Firmicutes bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW CVU91_02545
3_1	AF4	A0A5E7ZRI5-F1	Imperialibacter sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF argF' IMPR6_340016
