#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR018883 AND Category=AF4;
3_1#3_1	AF4	A0A812L574-F1	Symbiodinium natans	79.5	Hypothetical protein	IPR018883	SNAT2548_LOCUS10976
3_1	AF4	A0A1C3ER30-F1	Enterovibrio pacificus	95.9	Cadmium carbonic anhydrase	IPR018883,IPR036398	A8L45_03660
3_1	AF4	A0A2A2V016-F1	Pseudoalteromonas sp	95.8	Cadmium carbonic anhydrase	IPR018883	CKO50_05280
3_1	AF4	A0A6L7MSJ0-F1	Gammaproteobacteria bacterium	95.8	Cadmium carbonic anhydrase	IPR018883	F4Y26_03030 F4Y86_04380
3_1	AF4	A0A7I8MS99-F1	Olavius algarvensis	95.8	Cadmium carbonic anhydrase	IPR018883	D3OALGA1CA_1644
3_1	AF4	A0A2K8L2J7-F1	Mariprofundus ferrinatatus	95.8	Secreted protein	IPR018883,IPR036398	Ga0123462_0647
3_1	AF4	A0A1G3INC5-F1	Sideroxydans sp	95.8	Cadmium carbonic anhydrase	IPR018883,IPR036398	A3J87_01460
3_1	AF4	A0A1Y5HBS4-F1	Rhodobacterales bacterium	95.8	Cadmium carbonic anhydrase	IPR018883	A9Q94_15030
3_1	AF4	A0A233RDF1-F1	Oceanimonas doudoroffii	95.8	Secreted protein	IPR018883,IPR036398	B6S08_13080
3_1	AF4	A0A2N7P5Z1-F1	Vibrio splendidus	95.8	Cadmium carbonic anhydrase	IPR018883,IPR036398	BCS83_02505
3_1	AF4	A0A0T7EKH2-F1	Vibrio coralliirubri	95.7	Cadmium carbonic anhydrase	IPR018883,IPR036398	VCR14J2_300193
3_1	AF4	A0A2N1HL81-F1	Colwellia sp	95.7	Cadmium carbonic anhydrase	IPR018883,IPR036398	CXF79_06600
3_1	AF4	A0A6B2P5Z1-F1	Salipiger sp	95.7	Cadmium carbonic anhydrase	IPR018883	G0P98_02935
3_1	AF4	A0A0F4PAL1-F1	Pseudoalteromonas piscicida	95.7	Cadmium carbonic anhydrase	IPR018883	TW75_01615
3_1	AF4	A0A135ING3-F1	Phaeobacter inhibens	95.7	CHRD domain-containing protein	IPR018883,IPR036398	AT574_05575
3_1	AF4	A0A099KGP0-F1	Thalassotalea sp	95.7	Cadmium carbonic anhydrase	IPR018883,IPR036398	ND16A_2343
3_1	AF4	A0A2N1C6V8-F1	Colwellia sp	95.7	Secreted protein	IPR018883,IPR036398	CXF85_05515
3_1	AF4	A0A7S0KBZ5-F1	Leptocylindrus aporus	95.7	Hypothetical protein	IPR018883	LDAN0322_LOCUS1111
3_1	AF4	A0A2Z4UND1-F1	Rhodobiaceae bacterium	95.7	Cadmium carbonic anhydrase repeat protein	IPR018883	RHODOSMS8_03108
3_1	AF4	A0A7Y3YKD1-F1	Vibrio chagasii	95.7	Cadmium carbonic anhydrase	IPR018883,IPR036398	F0245_00410
3_1	AF4	A0A2T5F141-F1	Vibrio splendidus	95.6	Cadmium carbonic anhydrase	IPR018883,IPR036398	CWO07_02400
3_1	AF4	A0A1V3H0Z7-F1	Salinivibrio sharmensis	95.6	Exported protein	IPR018883,IPR036398	BZG74_07680
3_1	AF4	A0A3N5XXH8-F1	Alteromonas sediminis	95.6	DUF946 domain-containing protein	IPR018883,IPR036398	DRW07_16610
3_1	AF4	A0A1I6P2J7-F1	Yangia pacifica	95.6	Cadmium carbonic anhydrase repeat-containing protein	IPR018883	SAMN04488050_101271
3_1	AF4	A0A2E1RHJ5-F1	Halobacteriovoraceae bacterium	95.6	Secreted protein	IPR018883,IPR036398	CME61_08265
3_1	AF4	A0A4U2A578-F1	Vibrio sp	95.6	Cadmium carbonic anhydrase	IPR018883,IPR036398	FCV67_03545
3_1	AF4	A0A2P5KUP4-F1	Hyphomicrobium sp	95.6	Cadmium carbonic anhydrase	IPR018883	CTY40_05060
3_1	AF4	A0A0D6B2D9-F1	Rhodobacter sulfidophilus	95.6	Cadmium carbonic anhydrase	IPR018883	NHU_02108
3_1	AF4	A0A520MKK4-F1	Candidatus Thioglobus	95.6	Secreted protein	IPR018883	EVB05_07060
3_1	AF4	A0A7S0KCR8-F1	Leptocylindrus aporus	95.6	Hypothetical protein	IPR018883	LDAN0322_LOCUS1114
3_1	AF4	A0A418SDM0-F1	Pseudooceanicola algae	95.6	Cadmium carbonic anhydrase	IPR018883	PSAL_006390
3_1	AF4	A0A5S3YVC5-F1	Pseudoalteromonas phenolica	95.6	Cadmium carbonic anhydrase	IPR018883,IPR036398	CWB73_09640
3_1	AF4	A0A6L7G0J1-F1	Pseudooceanicola sp	95.6	Cadmium carbonic anhydrase	IPR018883	GR170_03795
3_1	AF4	A0A2S7VPT1-F1	Vibrio chagasii	95.5	Cadmium carbonic anhydrase	IPR018883,IPR036398	BTO10_02220 F7Q91_15375
3_1	AF4	A0A1G5PN50-F1	Epibacterium ulvae	95.5	Secreted protein	IPR018883,IPR036398	SAMN04488118_101385
3_1	AF4	S6GJ28-F1	Osedax symbiont	95.5	Cadmium carbonic anhydrase	IPR018883,IPR036398	OFPII_28950
3_1	AF4	A0A1P8UZE2-F1	Salipiger abyssi	95.5	Cadmium carbonic anhydrase repeat-containing protein	IPR018883	Ga0080574_TMP4417
3_1	AF4	A0A1I2D4U9-F1	Roseivivax sediminis	95.5	Cadmium carbonic anhydrase repeat-containing protein	IPR018883	SAMN04515678_11570
3_1	AF4	A0A0N8TXR8-F1	Shewanella sp	95.5	Carbonic anhydrase	IPR018883,IPR036398	AN944_04033
3_1	AF4	A0A4U2D9M8-F1	Vibrio sp	95.5	Cell surface protein	IPR018883,IPR036398	FCV65_04400
3_1	AF4	A0A2E1K040-F1	Legionellales bacterium	95.5	Cadmium carbonic anhydrase	IPR018883	CMF43_01880
3_1	AF4	A0A2E9X4G6-F1	Gammaproteobacteria bacterium	95.5	Lipoprotein	IPR018883,IPR036398	CMQ13_03315
3_1	AF4	A0A1I3GC59-F1	Albimonas pacifica	95.5	Cadmium carbonic anhydrase	IPR018883	SAMN05216258_10581
3_1	AF4	A0A162AYI3-F1	Pseudoalteromonas luteoviolacea	95.5	Cadmium carbonic anhydrase	IPR018883	N478_24370
3_1	AF4	A0A7S1UU45-F1	Grammatophora oceanica	95.4	Hypothetical protein	IPR018883	GOCE00092_LOCUS7412
3_1	AF4	A0A0C1Q250-F1	Pseudoalteromonas luteoviolacea	95.4	Cadmium carbonic anhydrase	IPR018883	JF50_22320
3_1	AF4	R1IUQ2-F1	Grimontia indica	95.4	Cadmium carbonic anhydrase	IPR018883,IPR036398	D515_04123
3_1	AF4	A0A855I232-F1	Vibrio splendidus	95.4	Cadmium carbonic anhydrase	IPR018883,IPR036398	BCU61_16320
3_1	AF4	A0A7Y4CM76-F1	Vibrio sp	95.4	Cadmium carbonic anhydrase	IPR018883,IPR036398	F0232_08625
3_1	AF4	A0A3D2H852-F1	Gallionella sp	95.4	Cadmium carbonic anhydrase	IPR018883,IPR036398	DE312_11270
3_1	AF4	A0A5S3R9F9-F1	Pseudoalteromonas sp	95.4	Cadmium carbonic anhydrase	IPR018883	CWC03_10885
3_1	AF4	A0A7Y5APY8-F1	Rheinheimera lutimaris	95.4	Cadmium carbonic anhydrase	IPR018883,IPR036398	HRH59_07355
3_1	AF4	A0A2T0VYJ5-F1	Yoonia maritima	95.4	Secreted protein	IPR018883,IPR036398	CLV80_106176
3_1	AF4	A0A167DR65-F1	Pseudoalteromonas luteoviolacea	95.4	Cadmium carbonic anhydrase	IPR018883	N482_06725
3_1	AF4	A0A290TQ82-F1	Pseudoalteromonas piscicida	95.4	Cadmium carbonic anhydrase	IPR018883	PPIS_a0208
3_1	AF4	A0A1N7MAR0-F1	Rhodobacter aestuarii	95.4	Cadmium carbonic anhydrase	IPR018883,IPR036398	SAMN05421580_105223
3_1	AF4	A0A1X0SY01-F1	Aurantimonas sp	95.4	Cadmium carbonic anhydrase	IPR018883	ATO4_21130
3_1	AF4	A0A1V0PQ83-F1	Rhodovulum sp	95.3	Cadmium carbonic anhydrase	IPR018883	RGUI_0133
3_1	AF4	A0A7Y7MZJ7-F1	Vibrio sp	95.3	Cadmium carbonic anhydrase	IPR018883,IPR036398	FLM51_06305
3_1	AF4	A0A196NQ83-F1	Sulfitobacter sp	95.3	CHRD domain-containing protein	IPR018883,IPR036398	A8B82_22625
3_1	AF4	A0A7Y7DR91-F1	Rhodobacteraceae bacterium	95.3	Cadmium carbonic anhydrase	IPR018883	HWE37_15220
3_1	AF4	A0A854FHR5-F1	Salinivibrio kushneri	95.3	Exported protein	IPR018883,IPR036398	BZG19_01935
3_1	AF4	A0A855GVN8-F1	Pseudoalteromonas arctica	95.3	Superoxide dismutase	IPR018883,IPR036398	CXF75_17965
3_1	AF4	A0A315DT57-F1	Limnohabitans sp	95.2	Signal peptide protein	IPR018883,IPR036398	B9Z47_11860
3_1	AF4	A0A7Z1MIN6-F1	Vibrio cyclitrophicus	95.2	Secreted protein	IPR018883,IPR036398	BCS90_18575
3_1	AF4	A0A3R8U0F6-F1	Pseudoalteromonas sp	95.2	Cadmium carbonic anhydrase	IPR018883	EAG18_09775
3_1	AF4	A0A1G8T7Z6-F1	Salipiger marinus	95.2	Cadmium carbonic anhydrase repeat-containing protein	IPR018883	SAMN04487993_102842
3_1	AF4	A0A1B1C0M8-F1	Vibrio crassostreae	95.1	Cadmium carbonic anhydrase	IPR018883,IPR036398	A134_18425
3_1	AF4	A0A357RWZ8-F1	Citreicella sp	95.1	Cadmium carbonic anhydrase	IPR018883	DEB47_25310
3_1	AF4	A0A5B8BYD9-F1	Oceanicola sp	95.1	Peptidylprolyl isomerase	IPR018883	FHY55_14790
3_1	AF4	A0A845UGJ4-F1	Salipiger sp	95.1	Cadmium carbonic anhydrase	IPR018883	G0D83_14765
3_1	AF4	A0A315BI08-F1	Limnohabitans sp	95.1	Cadmium carbonic anhydrase	IPR018883,IPR036398	B9Z48_06970
3_1	AF4	A0A1I1LXM6-F1	Pseudooceanicola nitratireducens	95.0	Cadmium carbonic anhydrase	IPR018883	SAMN05421762_2172
3_1	AF4	A0A7Z1S2J4-F1	Vibrio cyclitrophicus	95.0	Cell surface protein	IPR018883,IPR036398	BCS90_16405
3_1	AF4	A0A558GUR8-F1	Vibrio atlanticus	95.0	Cadmium carbonic anhydrase	IPR018883,IPR036398	FQP88_16870
3_1	AF4	A0A1E5AET9-F1	ex Bugula neritina AB1	95.0	Secreted protein	IPR018883,IPR036398	AB838_11865
3_1	AF4	A0A2A5JR16-F1	Pseudoalteromonas piscicida	95.0	Cadmium carbonic anhydrase	IPR018883	CEX98_10665
3_1	AF4	A0A327YRR2-F1	Salipiger aestuarii	95.0	Cadmium carbonic anhydrase	IPR018883	ATI53_1002206
3_1	AF4	A0A1M7GS86-F1	Roseibium suaedae	95.0	Cadmium carbonic anhydrase repeat-containing protein	IPR018883	SAMN05444272_1996
3_1	AF4	W4LFV2-F1	Candidatus Entotheonella	95.0	Cadmium carbonic anhydrase	IPR018883,IPR036398	ETSY1_24905
3_1	AF4	A0A1G7GQA1-F1	Salipiger thiooxidans	95.0	Cadmium carbonic anhydrase repeat-containing protein	IPR018883	SAMN04488105_109141
3_1	AF4	A0A7G2TN58-F1	Salipiger sp	95.0	Cadmium carbonic anhydrase	IPR018883	CMP09_10870
3_1	AF4	A0A6G9PW23-F1	Vibrio costicola	95.0	Exported protein	IPR018883,IPR036398	HBA18_08160
3_1	AF4	A0A1B1A667-F1	Tritonibacter mobilis	94.9	Cadmium carbonic anhydrase	IPR018883	K529_014890
3_1	AF4	D9SD75-F1	strain ES-2	94.8	Cadmium carbonic anhydrase	IPR018883,IPR036398	Galf_2677
3_1	AF4	A0A367VU19-F1	Thalassospira lucentensis	94.8	CHRD domain-containing protein	IPR018883,IPR036398	TH1_06870
3_1	AF4	A0A355QLW7-F1	Citreicella sp	94.8	Cadmium carbonic anhydrase	IPR018883	DD444_04410
3_1	AF4	A0A844WAP3-F1	Pseudooceanicola pacificus	94.8	Cadmium carbonic anhydrase	IPR018883	GLS40_06900
3_1	AF4	A0A166AEX2-F1	Vibrio sp	94.8	Cadmium carbonic anhydrase	IPR018883,IPR036398	A3712_07970
3_1	AF4	A0A3D1XM55-F1	Gammaproteobacteria bacterium	94.8	Lipoprotein	IPR018883,IPR036398	DE147_09240
3_1	AF4	A0A7C7W253-F1	Nitrospira sp	94.8	Cell surface protein	IPR018883,IPR036398	EYQ01_09300
3_1	AF4	S6GD57-F1	Osedax symbiont	94.8	Cadmium carbonic anhydrase	IPR018883,IPR036398	OFPI_39830
3_1	AF4	A0A6N7ZYF5-F1	Roseibium sp	94.7	CHRD domain-containing protein	IPR018883	E1297_15040
3_1	AF4	X5I1I9-F1	Marine diatom	94.7	Delta carbonic anhydrase like protein	IPR018883	
3_1	AF4	A0A1V0PQ74-F1	Rhodovulum sp	94.7	Cadmium carbonic anhydrase	IPR018883	RGUI_0132
3_1	AF4	A0A317CE19-F1	Leucothrix pacifica	94.7	Cadmium carbonic anhydrase	IPR018883,IPR036398	DKW60_12600
3_1	AF4	A0A7L5BWJ0-F1	Pikeienuella piscinae	94.7	Cadmium carbonic anhydrase	IPR018883	G5B40_01625
3_1	AF4	A0A1G0ARF4-F1	Gallionellales bacterium	94.6	Cadmium carbonic anhydrase	IPR018883,IPR036398	A2Z87_00665
3_1	AF4	A0A3S9QBL8-F1	Colwellia sp	94.6	Lipoprotein	IPR018883,IPR036398	EKO29_06120
3_1	AF4	A0A1C3J9E0-F1	Vibrio celticus	94.6	Cadmium carbonic anhydrase	IPR018883,IPR036398	VCE7224_00383
3_1	AF4	A0A5N8T8T9-F1	Salinivibrio sp	94.6	Cadmium carbonic anhydrase	IPR018883,IPR036398	EHW59_03245
3_1	AF4	A0A366WDQ9-F1	Psychromonas sp	94.6	Cadmium carbonic anhydrase	IPR018883	DS885_03620
3_1	AF4	A0A1B8RXT6-F1	Leisingera sp	94.5	Secreted protein	IPR018883,IPR036398	A9D60_22485
3_1	AF4	A0A1Y5G918-F1	Rhodobacterales bacterium	94.5	Cadmium carbonic anhydrase	IPR018883	A9Q95_10390
3_1	AF4	A0A2N7BQS7-F1	Vibrio lentus	94.5	Cadmium carbonic anhydrase	IPR018883,IPR036398	BCV30_11545
3_1	AF4	A0A7S4JEK8-F1	Prymnesium polylepis	94.5	Hypothetical protein	IPR018883	CPOL0286_LOCUS16567
3_1	AF4	A0A7X6KEE1-F1	Rhodobacteraceae bacterium	94.5	Cadmium carbonic anhydrase	IPR018883	HGG73_05675
3_1	AF4	A0A7S4JEJ7-F1	Prymnesium polylepis	94.5	Hypothetical protein	IPR018883	CPOL0286_LOCUS16568
3_1	AF4	A0P2K4-F1	Stappia aggregata	94.4	PPIase cyclophilin-type domain-containing protein	IPR018883	SIAM614_00407
3_1	AF4	A0A177H5X1-F1	Rhodobacteraceae bacterium	94.4	Cadmium carbonic anhydrase	IPR018883	pfor_33c3034
3_1	AF4	A0A2N7GRK9-F1	Vibrio lentus	94.3	Cadmium carbonic anhydrase	IPR018883,IPR036398	BCU02_15755
3_1	AF4	A0A3D0CAH6-F1	Colwellia sp	94.2	Cadmium carbonic anhydrase	IPR018883,IPR036398	DEO86_13945
3_1	AF4	A0A2T0WID3-F1	Donghicola tyrosinivorans	94.2	Secreted protein	IPR018883,IPR036398	CLV74_11254
3_1	AF4	A0A5C6QCI3-F1	Colwellia demingiae	94.1	Cadmium carbonic anhydrase	IPR018883,IPR036398	ESZ36_15795
3_1	AF4	A0A550AGC2-F1	Shewanella eurypsychrophilus	94.1	Secreted protein	IPR018883,IPR036398	FM038_020455
3_1	AF4	A0A1E5FV15-F1	Vibrio splendidus	94.1	Cadmium carbonic anhydrase	IPR018883,IPR036398	A142_17620
3_1	AF4	A0A7W2FCA0-F1	Duganella sp	94.1	Carbonic anhydrase	IPR018883,IPR036398	H3H39_18125
3_1	AF4	A0A523KAN5-F1	Gammaproteobacteria bacterium	94.1	Cadmium carbonic anhydrase	IPR018883	E2O62_03800
3_1	AF4	A0A2V4NVW8-F1	Litorivita pollutaquae	94.0	Cadmium carbonic anhydrase	IPR018883	DI396_01895
3_1	AF4	A0A1B9QZ98-F1	Vibrio genomosp	93.9	Cadmium carbonic anhydrase	IPR018883,IPR036398	A6E14_10365
3_1	AF4	A0A6N9T982-F1	Jiella pacifica	93.9	Cadmium carbonic anhydrase	IPR018883	GTK09_26815
3_1	AF4	A0A2N7NLS8-F1	Vibrio tasmaniensis	93.9	Cadmium carbonic anhydrase	IPR018883,IPR036398	BCS92_08740
3_1	AF4	A0A1R3FEB8-F1	Vibrio sp	93.9	Cadmium carbonic anhydrase	IPR018883,IPR036398	BH582_06910
3_1	AF4	A0A0F4PPN0-F1	Pseudoalteromonas ruthenica	93.9	Cadmium carbonic anhydrase	IPR018883	TW72_14735
3_1	AF4	A0A7S0CDJ9-F1	Proboscia inermis	93.9	Hypothetical protein	IPR018883	PINE0816_LOCUS15212
3_1	AF4	K8EQL3-F1	Bathycoccus prasinos	93.9	YDG domain-containing protein	IPR018883	Bathy16g02320
3_1	AF4	A0A4U2GC96-F1	Vibrio sp	93.9	Cadmium carbonic anhydrase	IPR018883,IPR036398	FCV85_17450
3_1	AF4	A0A5M9P3B3-F1	Vibrio gigantis	93.9	Cadmium carbonic anhydrase	IPR018883,IPR036398	F4W18_05550
3_1	AF4	A0A2N7K9X9-F1	Vibrio splendidus	93.8	Cadmium carbonic anhydrase	IPR018883,IPR036398	BCT47_05875
3_1	AF4	A0A7S0CBU9-F1	Proboscia inermis	93.8	Hypothetical protein	IPR018883	PINE0816_LOCUS15191
3_1	AF4	A0A1N7IWJ6-F1	Neptunomonas antarctica	93.8	Cadmium carbonic anhydrase	IPR018883,IPR036398	SAMN05421760_101227
3_1	AF4	A0A830HI75-F1	Pycnococcus provasolii	93.8	Chitin-binding type-4 domain-containing protein	IPR018883	PPROV_000525700
3_1	AF4	A0A7S0R5U4-F1	Pyramimonas obovata	93.8	Hypothetical protein	IPR018883	POBO1169_LOCUS9357
3_1	AF4	A0A7W4C8X5-F1	Vibrio sp	93.7	Cadmium carbonic anhydrase	IPR018883,IPR036398	H5300_03540
3_1	AF4	A0A1C3IMD4-F1	Vibrio splendidus	93.7	Secreted protein	IPR018883,IPR036398	BCT15_15890 BCT36_10870 VHE8714_01293
3_1	AF4	A0A7T0E733-F1	Vibrio kanaloae	93.7	Secreted protein	IPR018883,IPR036398	BTD91_14345
3_1	AF4	A0A2N7IQH5-F1	Vibrio sp	93.6	Cadmium carbonic anhydrase	IPR018883,IPR036398	BCT81_26805
3_1	AF4	A0A222FHA2-F1	Bacterioplanes sanyensis	93.5	DUF1996 domain-containing protein	IPR018883,IPR036398	CHH28_07005
3_1	AF4	A0A5S3Z7C4-F1	Pseudoalteromonas ruthenica	93.5	Cadmium carbonic anhydrase	IPR018883	CWC05_05610
3_1	AF4	A0A0T7DTW9-F1	Vibrio coralliirubri	93.4	Cadmium carbonic anhydrase	IPR018883,IPR036398	VCR29J2_420025
3_1	AF4	A0A7S4S7Z7-F1	Ditylum brightwellii	93.4	Hypothetical protein	IPR018883	DBRI00130_LOCUS29689
3_1	AF4	B8LD32-F1	Marine diatom	93.4	Plastocyanin-like domain-containing protein	IPR018883	THAPSDRAFT_814
3_1	AF4	A0A4U2EVB0-F1	Vibrio sp	93.4	Cadmium carbonic anhydrase	IPR018883,IPR036398	FCV76_00225
3_1	AF4	A0A1S1MND3-F1	Pseudoalteromonas amylolytica	93.3	Cadmium carbonic anhydrase	IPR018883	BET10_00620
3_1	AF4	A0A5P9IYK6-F1	Pseudoalteromonas sp	93.2	Cadmium carbonic anhydrase repeat protein	IPR018883	FIU82_11900
3_1	AF4	A0A853RA53-F1	Vibrio splendidus	93.2	Cadmium carbonic anhydrase	IPR018883,IPR036398	A146_11335
3_1	AF4	A0A7S2XUT0-F1	Fibrocapsa japonica	93.1	Hypothetical protein	IPR018883	FJAP1339_LOCUS450
3_1	AF4	A7UC72-F1	Dinoflagellate	92.9	Delta carbonic anhydrase 1	IPR018883	ca1
3_1	AF4	A0A6V2KCI5-F1	Ditylum brightwellii	92.9	Hypothetical protein	IPR018883	DBRI00130_LOCUS29690 DBRI00130_LOCUS29693 DBRI00130_LOCUS29695
3_1	AF4	A0A7S2HVS4-F1	Helicotheca tamesis	92.9	Hypothetical protein	IPR018883	HTAM1171_LOCUS7751
3_1	AF4	A0A4Q6Y914-F1	Pseudoalteromonas sp	92.8	Cadmium carbonic anhydrase	IPR018883	EXT46_17815
3_1	AF4	A0A7S2LSL9-F1	Leptocylindrus danicus	92.8	Hypothetical protein	IPR018883	LDAN0321_LOCUS21354
3_1	AF4	A0A6U2GEA0-F1	Cryptophyte alga	92.8	Hypothetical protein	IPR018883	HAND00432_LOCUS36755
3_1	AF4	A0A849VAT9-F1	Pseudoalteromonas caenipelagi	92.8	DUF4148 domain-containing protein	IPR018883	HG263_04935
3_1	AF4	A0A7S2FHI9-F1	Pycnococcus provasolii	92.7	Hypothetical protein	IPR018883	PPRO1471_LOCUS8035
3_1	AF4	A0A7S0W3U2-F1	Hemiselmis tepida	92.7	Hypothetical protein	IPR018883	HTEP1355_LOCUS16320
3_1	AF4	A0A7S1WJC0-F1	Red tide dinoflagellate	92.7	Hypothetical protein	IPR018883	ACAT0790_LOCUS48467
3_1	AF4	A0A7S2U9R3-F1	Attheya septentrionalis	92.7	Hypothetical protein	IPR018883	ASEP1449_LOCUS4923
3_1	AF4	A0A1M4MVA5-F1	Donghicola eburneus	92.6	Putative secreted protein	IPR018883,IPR036398	KARMA_0394
3_1	AF4	A0A830HHC5-F1	Pycnococcus provasolii	92.5	N-acetylmuramoyl-L-alanine amidase	IPR018883	PPROV_000321100
3_1	AF4	A0A2M7PZ54-F1	Zetaproteobacteria bacterium	92.5	CHRD domain-containing protein	IPR018883,IPR036398	COZ00_08270
3_1	AF4	A0A7S2BCN7-F1	Pycnococcus provasolii	92.5	Hypothetical protein	IPR018883	PPRO1471_LOCUS8034
3_1	AF4	A0A419J2H0-F1	Nitrospiraceae bacterium	92.3	Cadmium carbonic anhydrase	IPR018883	C4581_06105
3_1	AF4	W8VUA7-F1	Thalassiosira pseudonana	92.3	Delta carbonic anhydrase	IPR018883	deltaCA
3_1	AF4	A0A7S1RQI3-F1	Red tide dinoflagellate	92.3	Hypothetical protein	IPR018883	ACAT0790_LOCUS48469
3_1	AF4	W8VYH0-F1	Thalassiosira pseudonana	92.2	Delta carbonic anhydrase	IPR018883	deltaCA
3_1	AF4	K0RA12-F1	Marine diatom	92.1	Kringle domain-containing protein	IPR018883	THAOC_20766 THAOC_35571
3_1	AF4	K0R419-F1	Marine diatom	91.8	Kringle domain-containing protein	IPR018883	THAOC_34986
3_1	AF4	F7NUW2-F1	Rheinheimera sp	91.8	Carbonic anhydrase	IPR018883,IPR036398	Rhein_1782
3_1	AF4	A0A7S2V5F9-F1	Fibrocapsa japonica	91.7	Hypothetical protein	IPR018883	FJAP1339_LOCUS8618
3_1	AF4	A0A1Y6CF06-F1	Pseudobacteriovorax antillogorgiicola	91.5	Cadmium carbonic anhydrase	IPR018883	SAMN06296036_11932
3_1	AF4	A0A356HZD3-F1	Deltaproteobacteria bacterium	91.1	Cadmium carbonic anhydrase	IPR018883	DD641_05770
3_1	AF4	A0A7S2NBT4-F1	Haptolina brevifila	91.1	Hypothetical protein	IPR018883	CBRE1094_LOCUS37872
3_1	AF4	A0A1G1F072-F1	Nitrospirae bacterium	90.8	Cadmium carbonic anhydrase	IPR018883	A2X59_05480
3_1	AF4	A0A812XZF5-F1	Dinoflagellate	90.8	Hypothetical protein	IPR018883	SPIL2461_LOCUS21997
3_1	AF4	A0A812RXA2-F1	Symbiodinium natans	90.7	Hypothetical protein	IPR018883	SNAT2548_LOCUS25264
3_1	AF4	A0A812I674-F1	Symbiodinium natans	90.7	Hypothetical protein	IPR018883	SNAT2548_LOCUS3099
3_1	AF4	A0A812JW14-F1	Symbiodinium natans	90.6	Hypothetical protein	IPR018883	SNAT2548_LOCUS7676
3_1	AF4	A0A7S0UKW0-F1	Pseudo-nitzschia delicatissima	90.6	Hypothetical protein	IPR018883	PDEL1432_LOCUS3183
3_1	AF4	A0A7S4MK07-F1	Prymnesium polylepis	90.5	Hypothetical protein	IPR018883	CPOL0286_LOCUS10452
3_1	AF4	A0A812I8M2-F1	Symbiodinium natans	90.4	Hypothetical protein	IPR018883	SNAT2548_LOCUS3094 SNAT2548_LOCUS3096
3_1	AF4	K0SZQ0-F1	Marine diatom	90.4	Kringle domain-containing protein	IPR018883	THAOC_12556
3_1	AF4	A0A812TUP3-F1	Symbiodinium natans	90.4	Hypothetical protein	IPR018883	SNAT2548_LOCUS30468
3_1	AF4	A0A812I695-F1	Symbiodinium natans	90.4	Hypothetical protein	IPR018883	SNAT2548_LOCUS3097 SNAT2548_LOCUS3098
3_1	AF4	A0A812NPJ3-F1	Dinoflagellate	90.4	Hypothetical protein	IPR018883	SPIL2461_LOCUS7309
3_1	AF4	A0A812RYT3-F1	Symbiodinium natans	90.3	Hypothetical protein	IPR018883	SNAT2548_LOCUS25260
3_1	AF4	A0A7S2M259-F1	Skeletonema marinoi	90.1	Hypothetical protein	IPR018883	SMAR0320_LOCUS19066
3_1	AF4	A0A1Q9D410-F1	Dinoflagellate	90.1	YHYH domain-containing protein	IPR018883	AK812_SmicGene28620
3_1	AF4	A0A7S1FDB9-F1	Sea sparkle	90.0	Hypothetical protein	IPR018883	NSCI0253_LOCUS32922
3_1	AF4	A0A7S1RP87-F1	Red tide dinoflagellate	90.0	Hypothetical protein	IPR018883	ACAT0790_LOCUS48468
3_1	AF4	A0A7S1FD71-F1	Sea sparkle	89.9	Hypothetical protein	IPR018883	NSCI0253_LOCUS32921
3_1	AF4	B8C250-F1	Marine diatom	89.9	Plastocyanin-like domain-containing protein	IPR018883	THAPSDRAFT_34125
3_1	AF4	A0A1E5BDR7-F1	Vibrio genomosp	89.9	Cadmium carbonic anhydrase	IPR018883,IPR036398	A1QO_09875
3_1	AF4	Q6V8K7-F1	Marine diatom	89.9	Intracellular carbonic anhydrase	IPR018883	
3_1	AF4	A0A812ULI5-F1	Symbiodinium natans	89.8	Hypothetical protein	IPR018883	SNAT2548_LOCUS32392
3_1	AF4	A0A7S3AZA3-F1	Haptolina ericina	89.8	Hypothetical protein	IPR018883	HERI1096_LOCUS18446
3_1	AF4	A0A7S1FBW0-F1	Sea sparkle	89.7	Hypothetical protein	IPR018883	NSCI0253_LOCUS32920
3_1	AF4	A0A7S3ZV04-F1	Pelagomonas calceolata	89.6	Hypothetical protein	IPR018883	PCAL00307_LOCUS10321
3_1	AF4	A0A7S1FD63-F1	Sea sparkle	89.5	Hypothetical protein	IPR018883	NSCI0253_LOCUS32919
3_1	AF4	A0A812U275-F1	Symbiodinium sp	89.4	Hypothetical protein	IPR018883	STRI2592_LOCUS28259
3_1	AF4	A0A812NUI5-F1	Symbiodinium sp	89.3	Hypothetical protein	IPR018883	SLIN2456_LOCUS9405
3_1	AF4	C1E037-F1	Picoplanktonic green alga	89.1	Carbonic anhydrase	IPR018883	MICPUN_99052
3_1	AF4	A0A7S0QMS9-F1	Pyramimonas obovata	89.1	Hypothetical protein	IPR003613,IPR013083,IPR018883,IPR036537	POBO1169_LOCUS791
3_1	AF4	A0A7S3L7P6-F1	Amphora coffeiformis	89.0	Hypothetical protein	IPR018883	ACOF00016_LOCUS10111
3_1	AF4	A0A7S3L869-F1	Amphora coffeiformis	88.9	Hypothetical protein	IPR018883	ACOF00016_LOCUS10110
3_1	AF4	A0A7S3T8M0-F1	Strombidinopsis acuminata	88.5	Hypothetical protein	IPR018883	SACU0126_LOCUS23258
