Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme,Homo sapiens,IPR057732|IPR000608|IPR057733|IPR057734|IPR057735|IPR016135,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:27705803|pubmed:33961781
Q9C0F0,Putative Polycomb group protein ASXL3,Homo sapiens,IPR026905|IPR024811|IPR028020|IPR007759|IPR044867,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9FVU9,COP9 signalosome complex subunit 5b,Arabidopsis thaliana,IPR040961|IPR000555|IPR050242|IPR037518,imex:IM-16043|pubmed:21798944
Q9FXT4,Alpha-galactosidase,Oryza sativa subsp. japonica,IPR013785|IPR017853|IPR002241|IPR000111|IPR013780|IPR041233,pubmed:12684538
Q9H078,Mitochondrial disaggregase,Homo sapiens,IPR003593|IPR002110|IPR036770|IPR003959|IPR019489|IPR001270|IPR050130|IPR027417,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q9H078-2,Isoform 2 of Mitochondrial disaggregase,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9H0Y0,Ubiquitin-like-conjugating enzyme ATG10,Homo sapiens,IPR007135,imex:IM-30012|pubmed:34524948
Q9H1Y0,Autophagy protein 5,Homo sapiens,IPR007239|IPR048940|IPR042526|IPR048939|IPR042527|IPR048318,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:17353931|pubmed:32814053
Q9H773,dCTP pyrophosphatase 1,Homo sapiens,IPR052555|IPR025984,imex:IM-24272|pubmed:26496610
Q9H981,Actin-related protein 8,Homo sapiens,IPR004000|IPR043129,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9H9F9,Actin-related protein 5,Homo sapiens,IPR004000|IPR004001|IPR043129,doi:10.1016/j.cell.2021.04.011|imex:IM-24272|imex:IM-29278|pubmed:26496610|pubmed:33961781
Q9HB71-1,Isoform 1 of Calcyclin-binding protein,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9HB71-3,Isoform 3 of Calcyclin-binding protein,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9HC77,Centrosomal P4.1-associated protein,Homo sapiens,IPR009852|IPR047002|IPR026581|IPR058029,imex:IM-24272|pubmed:26496610
Q9HD26,Golgi-associated PDZ and coiled-coil motif-containing protein,Homo sapiens,IPR038879|IPR001478|IPR036034,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9HD26-2,Isoform 2 of Golgi-associated PDZ and coiled-coil motif-containing protein,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9NRY4,Rho GTPase-activating protein 35,Homo sapiens,IPR002713|IPR036517|IPR057284|IPR027417|IPR039007|IPR051978|IPR008936|IPR032835|IPR000198|IPR045786|IPR039006|IPR001806,imex:IM-26436|pubmed:32203420
Q9P035,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,Homo sapiens,IPR007052|IPR008978|IPR007482,imex:IM-21659|pubmed:27705803
Q9P267,Methyl-CpG-binding domain protein 5,Homo sapiens,IPR016177|IPR001739|IPR000313,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9R1T4,Septin-6,Mus musculus,IPR030379|IPR027417|IPR016491,imex:IM-24272|pubmed:26496610
Q9SCY5,SNF1-related protein kinase regulatory subunit beta-2,Arabidopsis thaliana,IPR032640|IPR006828|IPR037256|IPR013783|IPR014756|IPR043554,imex:IM-30002|pubmed:39307424
Q9UF33,Ephrin type-A receptor 6,Homo sapiens,IPR042746|IPR027936|IPR034280|IPR001090|IPR050449|IPR003961|IPR036116|IPR008979|IPR009030|IPR013783|IPR011009|IPR000719|IPR017441|IPR001660|IPR013761|IPR001245|IPR011641|IPR008266|IPR020635|IPR016257|IPR001426,imex:IM-29494|pubmed:35384245
Q9UI08-2,Isoform 1 of Ena/VASP-like protein,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9UJX3,Anaphase-promoting complex subunit 7,Homo sapiens,IPR011990|IPR019734,imex:IM-12079|pubmed:19615732
Q9UK80,Ubiquitin carboxyl-terminal hydrolase 21,Homo sapiens,IPR038765|IPR001394|IPR050185|IPR028889|IPR018200,doi:10.1016/j.celrep.2020.108050|imex:IM-12079|imex:IM-28217|pubmed:19615732|pubmed:32814053
Q9UKE5,TRAF2 and NCK-interacting protein kinase,Homo sapiens,IPR001180|IPR011009|IPR000719|IPR017441|IPR008271|IPR051700,pubmed:17353931
Q9ULG1,Chromatin-remodeling ATPase INO80,Homo sapiens,IPR020838|IPR031047|IPR014001|IPR001650|IPR050520|IPR027417|IPR038718|IPR049730|IPR000330,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9ULV8,E3 ubiquitin-protein ligase CBL-C,Homo sapiens,IPR024162|IPR014741|IPR036537|IPR003153|IPR014742|IPR024159|IPR011992|IPR036860|IPR001841|IPR013083|IPR017907,doi:10.15252/msb.20156660|imex:IM-25015|pubmed:27107012
Q9ULX5,RING finger protein 112,Homo sapiens,IPR030386|IPR015894|IPR027417|IPR018957|IPR001841|IPR013083,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9UNM6,26S proteasome non-ATPase regulatory subunit 13,Homo sapiens,IPR000717|IPR054179|IPR035298|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-12193|imex:IM-29278|pubmed:19490896|pubmed:33961781
Q9UNS2,COP9 signalosome complex subunit 3,Homo sapiens,IPR055089|IPR050756|IPR048621|IPR000717|IPR036390,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9UQM7,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Homo sapiens,IPR013543|IPR011009|IPR032710|IPR000719|IPR017441|IPR008271,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9W2D6,Mitochondrial import inner membrane translocase subunit Tim10,Drosophila melanogaster,IPR004217|IPR035427,imex:IM-16524|mint:MINT-5216804|pubmed:14605208
Q9W325,HECT-type E3 ubiquitin transferase,Drosophila melanogaster,IPR050409|IPR000569|IPR035983,imex:IM-16524|mint:MINT-5216804|pubmed:14605208
Q9WTM5,RuvB-like 2,Mus musculus,IPR003593|IPR027417|IPR027238|IPR041048|IPR042487|IPR010339,imex:IM-24272|pubmed:26496610
Q9Y230,RuvB-like 2,Homo sapiens,IPR003593|IPR027417|IPR027238|IPR041048|IPR042487|IPR010339,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y265,RuvB-like 1,Homo sapiens,IPR003593|IPR027417|IPR027238|IPR041048|IPR042487|IPR010339,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y281-1,Isoform CFL2b of Cofilin-2,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9Y2K6,Ubiquitin carboxyl-terminal hydrolase 20,Homo sapiens,IPR035927|IPR038765|IPR006615|IPR001394|IPR050185|IPR028889|IPR018200|IPR013083|IPR001607,imex:IM-12079|pubmed:19615732
Q9Y4K3,TNF receptor-associated factor 6,Homo sapiens,IPR002083|IPR012227|IPR008974|IPR049342|IPR037309|IPR027139|IPR041310|IPR001841|IPR013083|IPR017907|IPR001293,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:17353931|pubmed:32814053
Q9Y5Z7,Host cell factor 2,Homo sapiens,IPR003961|IPR036116|IPR011043|IPR043536|IPR013783|IPR015915|IPR059124,doi:10.1016/j.cell.2021.04.011|imex:IM-21659|imex:IM-29278|pubmed:27705803|pubmed:33961781
Q9Y613,FH1/FH2 domain-containing protein 1,Homo sapiens,IPR011989|IPR016024|IPR015425|IPR042201|IPR056771|IPR041387|IPR014768,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y6E3,26S proteasome non-ATPase regulatory subunit 13,Homo sapiens,IPR000717|IPR054179|IPR035298|IPR036390,imex:IM-12079|pubmed:19615732
chebi:"CHEBI:17283"
intact:EBI-25894571
intact:EBI-8762634
